x1,x2,label
3.669259876429651,-2.7481432913756394,1.0
2.586224901904483,-1.2915300019418101,1.0
-3.223621822346472,-3.34830109809241,1.0
-2.784577146059012,-4.024241671078807,1.0
-3.2455844780559335,-2.5743249456249,1.0
0.11150500831225596,3.750953679406809,1.0
0.570080287260569,-0.6688863243169036,0.0
-2.275586188007638,-3.6796567690306055,1.0
1.0151444168647323,0.7963621203528586,0.0
1.3646446963388144,-1.2389084087826783,0.0
-1.0201027447157713,-1.8125456372545532,0.0
2.256308405515508,1.006101705068411,0.0
-0.0014946947490166451,2.611110048166843,1.0
1.0591615465605475,2.969020228316353,1.0
-4.601203226462342,1.4821002146915188,1.0
-1.5025043547734436,-0.6227316815611328,0.0
-3.913324552685722,-1.1520209986880232,1.0
2.548254265064653,-0.6354427309778368,1.0
2.9976974788648167,-3.9908839002582663,1.0
4.130961718089914,2.174599792974444,1.0
-0.6159715262111369,-3.8359477961217157,1.0
-1.1245858339350505,1.7234124706927858,0.0
-1.6438431755212957,1.6184667149454839,0.0
4.445129800486194,0.7080975815728561,1.0
-1.3590974711379094,1.9787465496329517,0.0
-1.1996320801097191,-3.413501683762294,1.0
-3.3027030137144653,1.7202291967765593,1.0
3.5741089338356122,1.4419880869435158,1.0
-2.0062558013923244,-2.693622831538548,1.0
-1.1405130876172844,2.604946402187446,1.0
3.096369239038621,-3.0424927432809143,1.0
1.4363179302443854,0.3778355760650669,0.0
1.806184614863267,-4.300133242193819,1.0
-2.0028531995553016,-0.02359751232200402,0.0
-0.8420684231870084,-0.01371846396882237,0.0
-0.7205682276301939,-4.489896056316681,1.0
0.024515198871857713,1.4515326759921052,0.0
2.7015525385388734,2.183500403052083,1.0
-0.7580859614172049,-0.8283627059359358,0.0
2.082004178739407,-1.3041949740534164,0.0
2.435603352964373,4.134306379066409,1.0
-2.2791102275000656,2.65126797441423,1.0
0.7980213342984044,-3.5577056981224384,1.0
-3.458889215660093,2.352111853063265,1.0
-0.9583040544721033,2.8315372779031556,1.0
-1.1509183250580985,-0.7973566749704943,0.0
4.083111670364428,1.5322927496609653,1.0
3.6656216513734403,0.24277142764695192,1.0
4.197266810863715,2.1338148829270125,1.0
1.6586938187281675,0.9686906232274435,0.0
-4.193123641613529,-0.8574408506295299,1.0
-2.345552182793278,-3.906054092296513,1.0
-1.7412092586290315,1.3024445923926962,0.0
1.6696787997941538,-2.0508343485929,1.0
4.3765842778576065,-0.6428671026868296,1.0
-0.7792992955043019,4.213893347469428,1.0
-1.16035483194824,2.4626307347435006,1.0
1.7005747859059124,-2.971796682411951,1.0
4.100814538054028,-2.6474505304523053,1.0
-0.3460025155052797,-1.8688819947263386,0.0
-0.7624207506597642,-2.459479761359951,1.0
3.678973288870351,-2.325109768567775,1.0
-2.2542233001037393,-2.111302804894009,1.0
4.015869038807061,-0.014633459697725115,1.0
1.6054002294430454,-2.1345554818440777,1.0
-0.5426184112272026,-1.3994770409869641,0.0
1.2491124934615154,1.6822818470298522,0.0
-1.8374510425255455,2.4743776031993185,1.0
0.2598038177544737,-1.7815515842849798,0.0
4.2727224187186845,-2.5247088915721316,1.0
-1.083252880296552,-3.7245835540049383,1.0
-0.44957205560686564,3.4463358846468246,1.0
-4.214419473564341,0.8184443696297254,1.0
0.15757379307654773,0.34370677423687557,0.0
-4.073549048491112,0.9310975228813998,1.0
-0.27293500772044244,3.6118589741058607,1.0
-2.42496417337904,2.103674956782907,1.0
-1.8740041339597049,-3.85336511082169,1.0
-1.9900720865983805,0.44674735211326677,0.0
-1.7193589421508486,3.5874394615183416,1.0
-2.9431420800887564,0.950507078072163,1.0
1.2449380245457542,-3.2790525528603287,1.0
-3.677272311488754,0.9976804029937334,1.0
-2.993216439382271,1.6924474279092436,1.0
-4.0725341459927105,1.7917413034697205,1.0
-4.839282677554421,1.0440272889695699,1.0
-4.0723363042120635,-1.2853083017214981,1.0
1.8656683149723783,4.398180812768757,1.0
4.258157898556245,-0.45234073580554224,1.0
-3.142820277789216,-0.20327785263718123,1.0
3.095717321461425,1.8407549072870362,1.0
1.7188444726067011,0.8450986093198125,0.0
-4.159213371417518,2.551520345428079,1.0
4.455033162971468,-0.28574007214521124,1.0
-4.119155433565523,-2.642723306863085,1.0
0.8121700406470547,4.711554945190343,1.0
-0.5916624660400558,3.1752920616034643,1.0
-2.8114675699674607,3.4370751645198823,1.0
-3.1822270741414047,-0.6424257280654544,1.0
1.373241731365777,-1.4125025558012734,0.0
-4.095447750424431,-2.569616169090121,1.0
-3.2529114251010407,2.4503202115966634,1.0
2.769930152295295,2.3251458555854487,1.0
4.953074236340548,0.3061868531655634,1.0
0.9035763551261233,1.754069496122722,0.0
-2.5323148426748734,0.8247777817921502,1.0
-1.484813874495721,-1.8662852304019077,0.0
1.4543447386524129,-4.189453229438642,1.0
2.3907642964056386,1.9467251325493056,1.0
-1.1139321953158872,-0.16235297149117045,0.0
-2.6578617945170944,0.6716656657185762,1.0
-2.389585052379803,-2.4021795687204444,1.0
1.5028805543998196,-1.0207106352850452,0.0
-2.796902692691433,0.7177788413299488,1.0
-0.15388944856401565,-4.671381521222555,1.0
-2.7777139139099267,2.5474825523135554,1.0
-0.500582099121818,-3.032815222274632,1.0
-0.36637691938998707,-0.315940236543355,0.0
-3.5994942669328656,-0.8177860351356152,1.0
4.0941657281303385,-2.6047806785461147,1.0
-3.3224230062001094,0.8727617849833846,1.0
-4.051934687876045,1.1821680676839286,1.0
0.9735264124582184,-4.85984290518204,1.0
0.2047383130486562,-3.338453462699076,1.0
0.6682827411905485,3.596845605445843,1.0
0.9025211248833163,-0.21349846710524645,0.0
-0.6217831734762829,1.9987122280112928,0.0
1.1273362528749784,-4.356065659805047,1.0
-0.8672945382003672,2.573051228019569,1.0
1.1504822305990112,2.136981165856909,0.0
2.8815565009194852,0.06444009494009961,1.0
-0.8865318547447405,0.279894127474714,0.0
1.5014863094865563,-1.1160947395189362,0.0
-1.399517587605688,4.348876697399529,1.0
1.1799174630872038,-0.6487158122619814,0.0
4.493618681448009,0.9428482563749094,1.0
-2.1053787304205263,-1.3607844486717386,1.0
-1.916659522187521,3.1853548726352336,1.0
3.105289523670411,2.7341394227958773,1.0
2.075212029654516,-3.2914466587346305,1.0
-1.3158146201375267,3.1529910329744055,1.0
-2.699644062035941,1.6923454869327017,1.0
2.596976673992181,0.03683045494001469,1.0
-0.8549001249142485,0.9476710025548591,0.0
-3.0429254831469725,-1.1616992688159495,1.0
